# 上市公司名称

# 深圳证券交易所
# http://www.szse.cn/main/marketdata/jypz/colist/

平安银行 ping'an'yin'xing
电魂网络 dian'hun'wang'luo
合盛硅业 he'sheng'gui'ye
天龙股份 tian'long'gu'fen
松发股份 song'fa'gu'fen
海鸥股份 hai'ou'gu'fen
银都股份 yin'dou'gu'fen
大业股份 da'ye'gu'fen
赛腾股份 sai'teng'gu'fen
日盈电子 ri'ying'dian'zi
海天味业 hai'tian'wei'ye
泰瑞机器 tai'rui'ji'qi
杭叉集团 hang'cha'ji'tuan
井神股份 jing'shen'gu'fen
华铁科技 hua'tie'ke'ji
得邦照明 de'bang'zhao'ming
旭升股份 xu'sheng'gu'fen
华懋科技 hua'mao'ke'ji
应流股份 ying'liu'gu'fen
维力医疗 wei'li'yi'liao
金海环境 jin'hai'huan'jing
梦百合 meng'bai'he
福鞍股份 fu'an'gu'fen
诚邦股份 cheng'bang'gu'fen
派思股份 pai'si'gu'fen
湘油泵 xiang'you'beng
迪贝电气 di'bei'dian'qi
梅轮电梯 mei'lun'dian'ti
超讯通信 chao'xun'tong'xin
吴江银行 wu'jiang'yin'xing
我乐家居 wo'le'jia'ju
依顿电子 yi'dun'dian'zi
上海雅仕 shang'hai'ya'shi
上海天洋 shang'hai'tian'yang
百达精工 bai'da'jing'gong
明星电缆 ming'xing'dian'lan
迪生力 di'sheng'li
宏辉果蔬 hong'hui'guo'shu
杰克股份 jie'ke'gu'fen
浙江鼎力 zhe'jiang'ding'li
四方冷链 si'fang'leng'lian
安井食品 an'jing'shi'pin
莱克电气 lai'ke'dian'qi
华菱精工 hua'ling'jing'gong
设计总院 she'ji'zong'yuan
华达科技 hua'da'ke'ji
东珠景观 dong'zhu'jing'guan
百傲化学 bai'ao'hua'xue
傲农生物 ao'nong'sheng'wu
水星家纺 shui'xing'jia'fang
日出东方 ri'chu'dong'fang
辰欣药业 chen'xin'yao'ye
柳州医药 liu'zhou'yi'yao
今世缘 jin'shi'yuan
东方时尚 dong'fang'shi'shang
亚士创能 ya'shi'chuang'neng
易德龙 yi'de'long
顶点软件 ding'dian'ruan'jian
惠达卫浴 hui'da'wei'yu
广东骏亚 guang'dong'jun'ya
基蛋生物 ji'dan'sheng'wu
元成股份 yuan'cheng'gu'fen
亚振家居 ya'zhen'jia'ju
新天然气 xin'tian'ran'qi
金辰股份 jin'chen'gu'fen
邦宝益智 bang'bao'yi'zhi
新华龙 xin'hua'long
信捷电气 xin'jie'dian'qi
鼎信通讯 ding'xin'tong'xun
集友股份 ji'you'gu'fen
吉比特 ji'bi'te
九洲药业 jiu'zhou'yao'ye
勘设股份 kan'she'gu'fen
风语筑 feng'yu'zhu
振静股份 zhen'jing'gu'fen
展鹏科技 zhan'peng'ke'ji
恒为科技 heng'wei'ke'ji
翔港科技 xiang'gang'ke'ji
祥和实业 xiang'he'shi'ye
韦尔股份 wei'er'gu'fen
金石资源 jin'shi'zi'yuan
振江股份 zhen'jiang'gu'fen
思维列控 si'wei'lie'kong
欧普照明 ou'pu'zhao'ming
绝味食品 jue'wei'shi'pin
维格娜丝 wei'ge'na'si
立霸股份 li'ba'gu'fen
司太立 si'tai'li
众源新材 zhong'yuan'xin'cai
多伦科技 duo'lun'ke'ji
掌阅科技 zhang'yue'ke'ji
嘉诚国际 jia'cheng'guo'ji
惠发股份 hui'fa'gu'fen
美诺华 mei'nuo'hua
贵人鸟 gui'ren'niao
海兴电力 hai'xing'dian'li
起步股份 qi'bu'gu'fen
健盛集团 jian'sheng'ji'tuan
中通国脉 zhong'tong'guo'mai
普莱柯 pu'lai'ke
珍宝岛 zhen'bao'dao
伟明环保 wei'ming'huan'bao
长久物流 chang'jiu'wu'liu
汇金通 hui'jin'tong
三星新材 san'xing'xin'cai
荣泰健康 rong'tai'jian'kang
艾艾精工 ai'ai'jing'gong
苏利股份 su'li'gu'fen
金麒麟 jin'qi'lin
高能环境 gao'neng'huan'jing
口子窖 kou'zi'jiao
东尼电子 dong'ni'dian'zi
引力传媒 yin'li'chuan'mei
广信股份 guang'xin'gu'fen
永艺股份 yong'yi'gu'fen
再升科技 zai'sheng'ke'ji
纵横通信 zong'heng'tong'xin
博天环境 bo'tian'huan'jing
珀莱雅 po'lai'ya
东方电缆 dong'fang'dian'lan
京华激光 jing'hua'ji'guang
天创时尚 tian'chuang'shi'shang
禾丰牧业 he'feng'mu'ye
诺力股份 nuo'li'gu'fen
索通发展 suo'tong'fa'zhan
茶花股份 cha'hua'gu'fen
韩建河山 han'jian'he'shan
君禾股份 jun'he'gu'fen
杭电股份 hang'dian'gu'fen
中曼石油 zhong'man'shi'you
科森科技 ke'sen'ke'ji
清源股份 qing'yuan'gu'fen
拉芳家化 la'fang'jia'hua
徕木股份 lai'mu'gu'fen
南威软件 nan'wei'ruan'jian
镇海股份 zhen'hai'gu'fen
艾迪精密 ai'di'jing'mi
海利尔 hai'li'er
畅联股份 chang'lian'gu'fen
朗博科技 lang'bo'ke'ji
泰禾光电 tai'he'guang'dian
安图生物 an'tu'sheng'wu
璞泰来 pu'tai'lai
苏州科达 su'zhou'ke'da
恒林股份 heng'lin'gu'fen
三祥新材 san'xiang'xin'cai
康隆达 kang'long'da
五洲新春 wu'zhou'xin'chun
天马科技 tian'ma'ke'ji
灵康药业 ling'kang'yao'ye
卫信康 wei'xin'kang
奇精机械 qi'jing'ji'xie
火炬电子 huo'ju'dian'zi
华体科技 hua'ti'ke'ji
晶华新材 jing'hua'xin'cai
晨丰科技 chen'feng'ke'ji
龙马环卫 long'ma'huan'wei
石英股份 shi'ying'gu'fen
皖天然气 wan'tian'ran'qi
至纯科技 zhi'chun'ke'ji
安记食品 an'ji'shi'pin
航天工程 hang'tian'gong'cheng
纽威股份 niu'wei'gu'fen
德宏股份 de'hong'gu'fen
盛洋科技 sheng'yang'ke'ji
健友股份 jian'you'gu'fen
家家悦 jia'jia'yue
香飘飘 xiang'piao'piao
塞力斯 sai'li'si
天域生态 tian'yu'sheng'tai
海利生物 hai'li'sheng'wu
中广天择 zhong'guang'tian'ze
阿科力 a'ke'li
天安新材 tian'an'xin'cai
朗迪集团 lang'di'ji'tuan
博迈科 bo'mai'ke
鸣志电器 ming'zhi'dian'qi
龙韵股份 long'yun'gu'fen
岱美股份 dai'mei'gu'fen
三棵树 san'ke'shu
泰晶科技 tai'jing'ke'ji
大元泵业 da'yuan'beng'ye
秦安股份 qin'an'gu'fen
隆鑫通用 long'xin'tong'yong
中马传动 zhong'ma'chuan'dong
常青股份 chang'qing'gu'fen
永安行 yong'an'xing
来伊份 lai'yi'fen
乾景园林 qian'jing'yuan'lin
威龙股份 wei'long'gu'fen
新日股份 xin'ri'gu'fen
宁波高发 ning'bo'gao'fa
星光农机 xing'guang'nong'ji
联泰环保 lian'tai'huan'bao
康普顿 kang'pu'dun
华友钴业 hua'you'gu'ye
道森股份 dao'sen'gu'fen
志邦股份 zhi'bang'gu'fen
瑞斯康达 rui'si'kang'da
福斯特 fu'si'te
歌力思 ge'li'si
豪能股份 hao'neng'gu'fen
诚意药业 cheng'yi'yao'ye
原尚股份 yuan'shang'gu'fen
顾家家居 gu'jia'jia'ju
海峡环保 hai'xia'huan'bao
曲美家居 qu'mei'jia'ju
神力股份 shen'li'gu'fen
嘉澳环保 jia'ao'huan'bao
百合花 bai'he'hua
华扬联众 hua'yang'lian'zhong
坤彩科技 kun'cai'ke'ji
柯利达 ke'li'da
洛凯股份 luo'kai'gu'fen
欧派家居 ou'pai'jia'ju
四通股份 si'tong'gu'fen
安正时尚 an'zheng'shi'shang
正平股份 zheng'ping'gu'fen
好太太 hao'tai'tai
华荣股份 hua'rong'gu'fen
东宏股份 dong'hong'gu'fen
步长制药 bu'chang'zhi'yao
能科股份 neng'ke'gu'fen
中公高科 zhong'gong'gao'ke
白云电器 bai'yun'dian'qi
桃李面包 tao'li'mian'bao
飞科电器 fei'ke'dian'qi
北部湾旅 bei'bu'wan'lv
太平鸟 tai'ping'niao
武进不锈 wu'jin'bu'xiu
永悦科技 yong'yue'ke'ji
南卫股份 nan'wei'gu'fen
数据港 shu'ju'gang
金域医学 jin'yu'yi'xue
老百姓 lao'bai'xing
吉祥航空 ji'xiang'hang'kong
元祖股份 yuan'zu'gu'fen
城地股份 cheng'di'gu'fen
新华网 xin'hua'wang
新澳股份 xin'ao'gu'fen
春秋电子 chun'qiu'dian'zi
天永智能 tian'yong'zhi'neng
寿仙谷 shou'xian'gu
好莱客 hao'lai'ke
晨光文具 chen'guang'wen'ju
莱绅通灵 lai'shen'tong'ling
永创智能 yong'chuang'zhi'neng
中持股份 zhong'chi'gu'fen
龙蟠科技 long'pan'ke'ji
牧高笛 mu'gao'di
合诚股份 he'cheng'gu'fen
佳力图 jia'li'tu
苏博特 su'bo'te
合力科技 he'li'ke'ji
金桥信息 jin'qiao'xin'xi
金徽酒 jin'hui'jiu
世运电路 shi'yun'dian'lu
金鸿顺 jin'hong'shun
铁流股份 tie'liu'gu'fen
兴业股份 xing'ye'gu'fen
亚翔集成 ya'xiang'ji'cheng
睿能科技 rui'neng'ke'ji
博敏电子 bo'min'dian'zi
丽岛新材 li'dao'xin'cai
三孚股份 san'fu'gu'fen
益丰药房 yi'feng'yao'fang
大千生态 da'qian'sheng'tai
哈森股份 ha'sen'gu'fen
百利科技 bai'li'ke'ji
克来机电 ke'lai'ji'dian
大理药业 da'li'yao'ye
法兰泰克 fa'lan'tai'ke
醋化股份 cu'hua'gu'fen
银龙股份 yin'long'gu'fen
中农立华 zhong'nong'li'hua
正川股份 zheng'chuan'gu'fen
国泰集团 guo'tai'ji'tuan
深圳新星 shen'zhen'xin'xing
金诚信 jin'cheng'xin
吉华集团 ji'hua'ji'tuan
恒润股份 heng'run'gu'fen
兆易创新 zhao'yi'chuang'xin
康德莱 kang'de'lai
中电电机 zhong'dian'dian'ji
艾华集团 ai'hua'ji'tuan
麦迪科技 mai'di'ke'ji
至正股份 zhi'zheng'gu'fen
洛阳钼业 luo'yang'mu'ye
中新科技 zhong'xin'ke'ji
继峰股份 ji'feng'gu'fen
方盛制药 fang'sheng'zhi'yao
读者传媒 du'zhe'chuan'mei

# B股
黄山旅游 huang'shan'lv'you
大名城 da'ming'cheng
锦州港 jin'zhou'gang
海航控股 hai'hang'kong'gu
开开实业 kai'kai'shi'ye
鄂尔多斯 e'er'duo'si
振华重工 zhen'hua'zhong'gong
海航创新 hai'hang'chuang'xin
云赛智联 yun'sai'zhi'lian
市北高新 shi'bei'gao'xin
中毅达 zhong'yi'da
大众交通 da'zhong'jiao'tong
老凤祥 lao'feng'xiang
神奇制药 shen'qi'zhi'yao
鹏起科技 peng'qi'ke'ji
国新能源 guo'xin'neng'yuan
氯碱化工 lv'jian'hua'gong
海立股份 hai'li'gu'fen
华谊集团 hua'yi'ji'tuan
浦东金桥 pu'dong'jin'qiao
外高桥 wai'gao'qiao
锦江投资 jin'jiang'tou'zi
陆家嘴 lu'jia'zui
上海凤凰 shang'hai'feng'huang
上普 shang'pu
上海三毛 shang'hai'san'mao
绿庭投资 lv'ting'tou'zi
湖南天雁 hu'nan'tian'yan
华电能源 hua'dian'neng'yuan
天海投资 tian'hai'tou'zi
锦江股份 jin'jiang'gu'fen
东方通信 dong'fang'tong'xin
华新水泥 hua'xin'shui'ni
中路股份 zhong'lu'gu'fen
耀皮玻璃 yao'pi'bo'li
上海物贸 shang'hai'wu'mao
百联股份 bai'lian'gu'fen
上海机电 shang'hai'ji'dian
上柴股份 shang'chai'gu'fen
上工申贝 shang'gong'shen'bei
丹科 dan'ke
宝信软件 bao'xin'ruan'jian
上海临港 shang'hai'lin'gang
海欣股份 hai'xin'gu'fen
锦旅 jin'lv
汇丽 hui'li
伊泰 yi'tai
大化 da'hua
凯马 kai'ma
东贝 dong'bei
凌云 ling'yun
